屬性	guild	鳥種	時段	距離	觀察狀態	數量	堤內/外	結群	備註	樣區編號	調查樣區	樣點編號	座標系統	X	Y	調查者	"調查旅次
編號"	天氣代號	風速代號	"開始時間
（時）"	"開始時間
（分）"	年	月	日
01留鳥	Landbirds	黃頭鷺	A	G	E	11	外	Y		G	基隆河	34	TWD97/TM2	307259	2773937	林文琪	3	B	1	5	21	2013	6	3
03引進種	Landbirds	黑領椋鳥	A	F	E	2	外			G	基隆河	34	TWD97/TM2	307259	2773937	林文琪	3	B	1	5	21	2013	6	3
01留鳥	Landbirds	喜鵲	B	F	E	2	外			G	基隆河	34	TWD97/TM2	307259	2773937	林文琪	3	B	1	5	21	2013	6	3
01留鳥	Landbirds	小雲雀	C	F	E	2	外			G	基隆河	34	TWD97/TM2	307259	2773937	林文琪	3	B	1	5	21	2013	6	3
01留鳥	Landbirds	喜鵲	A	B	E	1	外			G	基隆河	33	TWD97/TM2	307035	2773952	林文琪	3	B	1	5	34	2013	6	3
01留鳥	Landbirds	喜鵲	A	D	E	9	外	Y		G	基隆河	33	TWD97/TM2	307035	2773952	林文琪	3	B	1	5	34	2013	6	3
01留鳥	Landbirds	灰頭鷦鶯	A	D	S	1	外			G	基隆河	33	TWD97/TM2	307035	2773952	林文琪	3	B	1	5	34	2013	6	3
01留鳥	Landbirds	灰頭鷦鶯	A	D	S	1	外			G	基隆河	33	TWD97/TM2	307035	2773952	林文琪	3	B	1	5	34	2013	6	3
01留鳥	Landbirds	麻雀	A	A	E	1	外			G	基隆河	33	TWD97/TM2	307035	2773952	林文琪	3	B	1	5	34	2013	6	3
01留鳥	Landbirds	白頭翁	A	D	E	1	外			G	基隆河	33	TWD97/TM2	307035	2773952	林文琪	3	B	1	5	34	2013	6	3
03引進種	Landbirds	家八哥	B	E	E	2	外			G	基隆河	33	TWD97/TM2	307035	2773952	林文琪	3	B	1	5	34	2013	6	3
01留鳥	Landbirds	黃頭鷺	B	E	E	1	外			G	基隆河	33	TWD97/TM2	307035	2773952	林文琪	3	B	1	5	34	2013	6	3
01留鳥	Landbirds	白頭翁	B	E	S	2	外			G	基隆河	33	TWD97/TM2	307035	2773952	林文琪	3	B	1	5	34	2013	6	3
01留鳥	Landbirds	褐頭鷦鶯	C	E	S	1	外			G	基隆河	33	TWD97/TM2	307035	2773952	林文琪	3	B	1	5	34	2013	6	3
03引進種	Landbirds	黑領椋鳥	C	C	E	1	外			G	基隆河	33	TWD97/TM2	307035	2773952	林文琪	3	B	1	5	34	2013	6	3
03引進種	Landbirds	家八哥	C	E	E	1	外			G	基隆河	33	TWD97/TM2	307035	2773952	林文琪	3	B	1	5	34	2013	6	3
01留鳥	Landbirds	斑文鳥	A	D	S	1	外			G	基隆河	12	TWD97/TM2	306352	2773955	林文琪	3	B	2	6	6	2013	6	3
03引進種	Landbirds	黑領椋鳥	A	E	E	1	外			G	基隆河	12	TWD97/TM2	306352	2773955	林文琪	3	B	2	6	6	2013	6	3
03引進種	Landbirds	白尾八哥	A	E	E	1	外			G	基隆河	12	TWD97/TM2	306352	2773955	林文琪	3	B	2	6	6	2013	6	3
01留鳥	Landbirds	白頭翁	A	D	E	2	外			G	基隆河	12	TWD97/TM2	306352	2773955	林文琪	3	B	2	6	6	2013	6	3
01留鳥	Waterbird	夜鷺	B	F	E	1	外			G	基隆河	12	TWD97/TM2	306352	2773955	林文琪	3	B	2	6	6	2013	6	3
01留鳥	Landbirds	麻雀	C	B	E	1	外			G	基隆河	12	TWD97/TM2	306352	2773955	林文琪	3	B	2	6	6	2013	6	3
03引進種	Landbirds	家八哥	A	B	E	2	外			G	基隆河	11	TWD97/TM2	306211	2774011	林文琪	3	B	2	6	21	2013	6	3
01留鳥	Landbirds	麻雀	A	A	E	7	外	Y		G	基隆河	11	TWD97/TM2	306211	2774011	林文琪	3	B	2	6	21	2013	6	3
03引進種	Landbirds	黑領椋鳥	C	D	E	1	外			G	基隆河	11	TWD97/TM2	306211	2774011	林文琪	3	B	2	6	21	2013	6	3
01留鳥	Landbirds	麻雀	C	F	E	2	外			G	基隆河	11	TWD97/TM2	306211	2774011	林文琪	3	B	2	6	21	2013	6	3
03引進種	Landbirds	家八哥	A	D	E	1	外			G	基隆河	10	TWD97/TM2	305971	2774077	林文琪	3	B	2	6	34	2013	6	3
03引進種	Landbirds	家八哥	A	D	E	1	外			G	基隆河	10	TWD97/TM2	305971	2774077	林文琪	3	B	2	6	34	2013	6	3
01留鳥	Landbirds	白頭翁	A	C	E	2	外			G	基隆河	10	TWD97/TM2	305971	2774077	林文琪	3	B	2	6	34	2013	6	3
01留鳥	Landbirds	麻雀	A	C	E	3	外			G	基隆河	10	TWD97/TM2	305971	2774077	林文琪	3	B	2	6	34	2013	6	3
01留鳥	Landbirds	八哥	B	C	E	1	外			G	基隆河	10	TWD97/TM2	305971	2774077	林文琪	3	B	2	6	34	2013	6	3
03引進種	Landbirds	家八哥	B	D	E	4	外			G	基隆河	10	TWD97/TM2	305971	2774077	林文琪	3	B	2	6	34	2013	6	3
01留鳥	Landbirds	麻雀	C	D	E	2	外			G	基隆河	10	TWD97/TM2	305971	2774077	林文琪	3	B	2	6	34	2013	6	3
01留鳥	Landbirds	金背鳩	C	D	E	2	外			G	基隆河	10	TWD97/TM2	305971	2774077	林文琪	3	B	2	6	34	2013	6	3
02夏候鳥	Landbirds	家燕	C	C	E	1	外			G	基隆河	10	TWD97/TM2	305971	2774077	林文琪	3	B	2	6	34	2013	6	3
01留鳥	Landbirds	白頭翁	C	E	S	1	外			G	基隆河	10	TWD97/TM2	305971	2774077	林文琪	3	B	2	6	34	2013	6	3
01留鳥	Landbirds	麻雀	A	D	E	5	外			G	基隆河	9	TWD97/TM2	305722	2774094	林文琪	3	B	2	6	50	2013	6	3
03引進種	Landbirds	家八哥	A	G	E	2	外			G	基隆河	9	TWD97/TM2	305722	2774094	林文琪	3	B	2	6	50	2013	6	3
03引進種	Landbirds	黑領椋鳥	A	E	E	1	外			G	基隆河	9	TWD97/TM2	305722	2774094	林文琪	3	B	2	6	50	2013	6	3
01留鳥	Landbirds	黃頭鷺	A	D	E	17	外	Y		G	基隆河	8	TWD97/TM2	305473	2774106	林文琪	3	B	2	7	3	2013	6	3
03引進種	Landbirds	黑領椋鳥	A	D	E	1	外			G	基隆河	8	TWD97/TM2	305473	2774106	林文琪	3	B	2	7	3	2013	6	3
01留鳥	Landbirds	白頭翁	A	G	E	2	外			G	基隆河	8	TWD97/TM2	305473	2774106	林文琪	3	B	2	7	3	2013	6	3
03引進種	Landbirds	家八哥	A	F	E	1	外			G	基隆河	8	TWD97/TM2	305473	2774106	林文琪	3	B	2	7	3	2013	6	3
01留鳥	Landbirds	大卷尾	A	C	E	1	外			G	基隆河	8	TWD97/TM2	305473	2774106	林文琪	3	B	2	7	3	2013	6	3
01留鳥	Landbirds	八哥	A	C	E	2	外			G	基隆河	8	TWD97/TM2	305473	2774106	林文琪	3	B	2	7	3	2013	6	3
01留鳥	Landbirds	白頭翁	B	G	E	2	外			G	基隆河	8	TWD97/TM2	305473	2774106	林文琪	3	B	2	7	3	2013	6	3
01留鳥	Landbirds	白頭翁	B	D	E	2	外			G	基隆河	8	TWD97/TM2	305473	2774106	林文琪	3	B	2	7	3	2013	6	3
01留鳥	Landbirds	八哥	C	D	E	2	外			G	基隆河	8	TWD97/TM2	305473	2774106	林文琪	3	B	2	7	3	2013	6	3
03引進種	Landbirds	家八哥	C	D	E	2	外			G	基隆河	8	TWD97/TM2	305473	2774106	林文琪	3	B	2	7	3	2013	6	3
01留鳥	Landbirds	黃頭鷺	A	E	E	7	外	Y		G	基隆河	7	TWD97/TM2	305223	2774119	林文琪	3	B	2	7	0	2013	6	3
01留鳥	Landbirds	喜鵲	A	H	E	3	外			G	基隆河	7	TWD97/TM2	305223	2774119	林文琪	3	B	2	7	20	2013	6	3
01留鳥	Landbirds	紅鳩	A	D	E	1	外			G	基隆河	7	TWD97/TM2	305223	2774119	林文琪	3	B	2	7	20	2013	6	3
01留鳥	Landbirds	金背鳩	B	C	E	1	外			G	基隆河	7	TWD97/TM2	305223	2774119	林文琪	3	B	2	7	20	2013	6	3
03引進種	Landbirds	家八哥	B	E	E	1	外			G	基隆河	7	TWD97/TM2	305223	2774119	林文琪	3	B	2	7	20	2013	6	3
03引進種	Landbirds	家八哥	B	C	E	2	外			G	基隆河	7	TWD97/TM2	305223	2774119	林文琪	3	B	2	7	20	2013	6	3
01留鳥	Landbirds	麻雀	C	F	E	3	外			G	基隆河	7	TWD97/TM2	305223	2774119	林文琪	3	B	2	7	20	2013	6	3
03引進種	Landbirds	家八哥	A	B	E	2	外			G	基隆河	6	TWD97/TM2	304973	2774130	林文琪	3	B	2	7	33	2013	6	3
01留鳥	Landbirds	麻雀	A	E	E	9	外	Y		G	基隆河	6	TWD97/TM2	304973	2774130	林文琪	3	B	2	7	33	2013	6	3
01留鳥	Landbirds	白頭翁	A	E	E	1	外			G	基隆河	6	TWD97/TM2	304973	2774130	林文琪	3	B	2	7	33	2013	6	3
01留鳥	Landbirds	麻雀	A	B	E	1	外			G	基隆河	6	TWD97/TM2	304973	2774130	林文琪	3	B	2	7	33	2013	6	3
01留鳥	Landbirds	喜鵲	A	G	E	4	外			G	基隆河	6	TWD97/TM2	304973	2774130	林文琪	3	B	2	7	33	2013	6	3
03引進種	Landbirds	野鴿	B	F	E	3	外			G	基隆河	6	TWD97/TM2	304973	2774130	林文琪	3	B	2	7	33	2013	6	3
03引進種	Landbirds	家八哥	C	F	E	6	外	Y		G	基隆河	6	TWD97/TM2	304973	2774130	林文琪	3	B	2	7	33	2013	6	3
01留鳥	Landbirds	麻雀	C	F	E	33	外	Y		G	基隆河	6	TWD97/TM2	304973	2774130	林文琪	3	B	2	7	33	2013	6	3
03引進種	Landbirds	家八哥	A	B	E	2	外			G	基隆河	5	TWD97/TM2	304723	2774141	林文琪	3	B	2	7	47	2013	6	3
01留鳥	Landbirds	白頭翁	A	C	S	2	外			G	基隆河	5	TWD97/TM2	304723	2774141	林文琪	3	B	2	7	47	2013	6	3
03引進種	Landbirds	家八哥	C	C	E	3	外			G	基隆河	5	TWD97/TM2	304723	2774141	林文琪	3	B	2	7	47	2013	6	3
01留鳥	Landbirds	小雲雀	C	E	S	1	外			G	基隆河	5	TWD97/TM2	304723	2774141	林文琪	3	B	2	7	47	2013	6	3
01留鳥	Landbirds	綠繡眼	A	B	S	2	外			G	基隆河	4	TWD97/TM2	304391	2774201	林文琪	3	B	2	8	1	2013	6	3
01留鳥	Landbirds	白頭翁	A	C	E	2	外			G	基隆河	4	TWD97/TM2	304391	2774201	林文琪	3	B	2	8	1	2013	6	3
01留鳥	Landbirds	綠繡眼	A	C	E	1	外			G	基隆河	4	TWD97/TM2	304391	2774201	林文琪	3	B	2	8	1	2013	6	3
01留鳥	Landbirds	黃頭鷺	B	G	E	12	外	Y		G	基隆河	4	TWD97/TM2	304391	2774201	林文琪	3	B	2	8	1	2013	6	3
01留鳥	Landbirds	白頭翁	B	D	E	2	外			G	基隆河	4	TWD97/TM2	304391	2774201	林文琪	3	B	2	8	1	2013	6	3
03引進種	Landbirds	家八哥	C	E	E	2	外			G	基隆河	4	TWD97/TM2	304391	2774201	林文琪	3	B	2	8	1	2013	6	3
01留鳥	Landbirds	棕背伯勞	A	B	E	1	外			G	基隆河	3	TWD97/TM2	304224	2774162	林文琪	3	B	2	8	13	2013	6	3
01留鳥	Landbirds	黃頭鷺	A	F	E	18	外	Y		G	基隆河	3	TWD97/TM2	304224	2774162	林文琪	3	B	2	8	13	2013	6	3
01留鳥	Landbirds	黃頭鷺	A	F	E	4	外			G	基隆河	3	TWD97/TM2	304224	2774162	林文琪	3	B	2	8	13	2013	6	3
03引進種	Landbirds	家八哥	A	F	E	2	外			G	基隆河	3	TWD97/TM2	304224	2774162	林文琪	3	B	2	8	13	2013	6	3
02夏候鳥	Landbirds	家燕	A	F	E	1	外			G	基隆河	3	TWD97/TM2	304224	2774162	林文琪	3	B	2	8	13	2013	6	3
03引進種	Landbirds	家八哥	A	F	E	1	外			G	基隆河	3	TWD97/TM2	304224	2774162	林文琪	3	B	2	8	13	2013	6	3
01留鳥	Landbirds	白頭翁	A	G	E	1	外			G	基隆河	3	TWD97/TM2	304224	2774162	林文琪	3	B	2	8	13	2013	6	3
03引進種	Landbirds	白尾八哥	B	E	E	1	外			G	基隆河	3	TWD97/TM2	304224	2774162	林文琪	3	B	2	8	13	2013	6	3
01留鳥	Landbirds	綠繡眼	B	G	S	3	外			G	基隆河	3	TWD97/TM2	304224	2774162	林文琪	3	B	2	8	13	2013	6	3
03引進種	Landbirds	白尾八哥	B	F	E	1	外			G	基隆河	3	TWD97/TM2	304224	2774162	林文琪	3	B	2	8	13	2013	6	3
03引進種	Landbirds	野鴿	A	B	E	2	外			G	基隆河	2	TWD97/TM2	303974	2774173	林文琪	3	B	2	8	27	2013	6	3
03引進種	Landbirds	家八哥	A	B	E	1	外			G	基隆河	2	TWD97/TM2	303974	2774173	林文琪	3	B	2	8	27	2013	6	3
02夏候鳥	Landbirds	家燕	B	B	E	1	外			G	基隆河	2	TWD97/TM2	303974	2774173	林文琪	3	B	2	8	27	2013	6	3
01留鳥	Landbirds	白頭翁	C	D	E	2	外			G	基隆河	2	TWD97/TM2	303974	2774173	林文琪	3	B	2	8	27	2013	6	3
01留鳥	Landbirds	黃頭鷺	C	E	E	9	外	Y		G	基隆河	2	TWD97/TM2	303974	2774173	林文琪	3	B	2	8	27	2013	6	3
01留鳥	Landbirds	黃頭鷺	A	D	E	1	外			G	基隆河	1	TWD97/TM2	303724	2774184	林文琪	3	B	2	8	40	2013	6	3
01留鳥	Landbirds	黃頭鷺	A	E	E	1	外			G	基隆河	1	TWD97/TM2	303724	2774184	林文琪	3	B	2	8	40	2013	6	3
01留鳥	Landbirds	黃頭鷺	A	F	E	2	外			G	基隆河	1	TWD97/TM2	303724	2774184	林文琪	3	B	2	8	40	2013	6	3
03引進種	Landbirds	家八哥	B	E	E	1	外			G	基隆河	1	TWD97/TM2	303724	2774184	林文琪	3	B	2	8	40	2013	6	3
02夏候鳥	Landbirds	家燕	B	D	E	1	外			G	基隆河	1	TWD97/TM2	303724	2774184	林文琪	3	B	2	8	40	2013	6	3
01留鳥	Landbirds	喜鵲	B	G	E	2	外			G	基隆河	1	TWD97/TM2	303724	2774184	林文琪	3	B	2	8	40	2013	6	3
01留鳥	Landbirds	金背鳩	C	D	E	1	外			G	基隆河	1	TWD97/TM2	303724	2774184	林文琪	3	B	2	8	40	2013	6	3
03引進種	Landbirds	白尾八哥	C	F	E	2	外			G	基隆河	1	TWD97/TM2	303724	2774184	林文琪	3	B	2	8	40	2013	6	3
01留鳥	Landbirds	白頭翁	C	D	E	2	外			G	基隆河	1	TWD97/TM2	303724	2774184	林文琪	3	B	2	8	40	2013	6	3
01留鳥	Landbirds	八哥	A	D	E	3	外			S	雙溪	11	TWD97/TM2	302938	2776946	林文琪	3	B	1	5	36	2013	5	23
01留鳥	Landbirds	白頭翁	A	D	E	1	外			S	雙溪	11	TWD97/TM2	302938	2776946	林文琪	3	B	1	5	36	2013	5	23
01留鳥	Waterbird	夜鷺	A	G	E	1	外			S	雙溪	11	TWD97/TM2	302938	2776946	林文琪	3	B	1	5	36	2013	5	23
01留鳥	Landbirds	洋燕	A	G	E	2	外			S	雙溪	11	TWD97/TM2	302938	2776946	林文琪	3	B	1	5	36	2013	5	23
01留鳥	Waterbird	夜鷺	A	C	E	1	外			S	雙溪	11	TWD97/TM2	302938	2776946	林文琪	3	B	1	5	36	2013	5	23
01留鳥	Waterbird	白腹秧雞	B	B	E	1	外			S	雙溪	11	TWD97/TM2	302938	2776946	林文琪	3	B	1	5	36	2013	5	23
02夏候鳥	Landbirds	家燕	B	C	E	2	外			S	雙溪	11	TWD97/TM2	302938	2776946	林文琪	3	B	1	5	36	2013	5	23
01留鳥	Landbirds	小雨燕	B	D	E	6	外	Y		S	雙溪	11	TWD97/TM2	302938	2776946	林文琪	3	B	1	5	36	2013	5	23
01留鳥	Landbirds	金背鳩	B	E	E	1	外			S	雙溪	11	TWD97/TM2	302938	2776946	林文琪	3	B	1	5	36	2013	5	23
01留鳥	Landbirds	白頭翁	C	C	E	3	外			S	雙溪	11	TWD97/TM2	302938	2776946	林文琪	3	B	1	5	36	2013	5	23
01留鳥	Landbirds	翠鳥	C	E	E	1	外			S	雙溪	11	TWD97/TM2	302938	2776946	林文琪	3	B	1	5	36	2013	5	23
01留鳥	Landbirds	珠頸斑鳩	C	F	E	1	外			S	雙溪	11	TWD97/TM2	302938	2776946	林文琪	3	B	1	5	36	2013	5	23
01留鳥	Landbirds	喜鵲	C	F	E	1	外			S	雙溪	11	TWD97/TM2	302938	2776946	林文琪	3	B	1	5	36	2013	5	23
01留鳥	Landbirds	大卷尾	C	G	E	1	外			S	雙溪	11	TWD97/TM2	302938	2776946	林文琪	3	B	1	5	36	2013	5	23
01留鳥	Landbirds	紅鳩	A	C	E	10	外	Y		S	雙溪	11	TWD97/TM2	302938	2776946	林文琪	3	B	1	5	36	2013	5	23
01留鳥	Landbirds	大卷尾	A	C	E	2	外			S	雙溪	12	TWD97/TM2	302734	2776820	林文琪	3	B	2	5	56	2013	5	23
03引進種	Landbirds	白尾八哥	A	B	E	2	外			S	雙溪	12	TWD97/TM2	302734	2776820	林文琪	3	B	2	5	56	2013	5	23
03引進種	Landbirds	黑領椋鳥	A	D	E	2	外			S	雙溪	12	TWD97/TM2	302734	2776820	林文琪	3	B	2	5	56	2013	5	23
02夏候鳥	Landbirds	家燕	A	C	E	1	外			S	雙溪	12	TWD97/TM2	302734	2776820	林文琪	3	B	2	5	56	2013	5	23
01留鳥	Landbirds	樹鵲	B	G	E	1	外			S	雙溪	12	TWD97/TM2	302734	2776820	林文琪	3	B	2	5	56	2013	5	23
01留鳥	Waterbird	夜鷺	B	D	E	1	外			S	雙溪	12	TWD97/TM2	302734	2776820	林文琪	3	B	2	5	56	2013	5	23
01留鳥	Waterbird	白腹秧雞	B	A	E	1	外			S	雙溪	12	TWD97/TM2	302734	2776820	林文琪	3	B	2	5	56	2013	5	23
01留鳥	Landbirds	白頭翁	C	D	E	6	外	Y		S	雙溪	12	TWD97/TM2	302734	2776820	林文琪	3	B	2	5	56	2013	5	23
01留鳥	Landbirds	喜鵲	C	E	E	1	外			S	雙溪	12	TWD97/TM2	302734	2776820	林文琪	3	B	2	5	56	2013	5	23
01留鳥	Landbirds	綠繡眼	C	F	E	2	外			S	雙溪	12	TWD97/TM2	302734	2776820	林文琪	3	B	2	5	56	2013	5	23
01留鳥	Landbirds	白頭翁	A	A	E	2	外			S	雙溪	13	TWD97/TM2	302498	2776835	林文琪	3	B	3	6	11	2013	5	23
01留鳥	Landbirds	麻雀	A	C	E	2	外			S	雙溪	13	TWD97/TM2	302498	2776835	林文琪	3	B	3	6	11	2013	5	23
01留鳥	Landbirds	喜鵲	A	F	E	2	外			S	雙溪	13	TWD97/TM2	302498	2776835	林文琪	3	B	3	6	11	2013	5	23
01留鳥	Landbirds	珠頸斑鳩	A	F	E	1	外			S	雙溪	13	TWD97/TM2	302498	2776835	林文琪	3	B	3	6	11	2013	5	23
03引進種	Landbirds	家八哥	A	B	E	1	外			S	雙溪	13	TWD97/TM2	302498	2776835	林文琪	3	B	3	6	11	2013	5	23
01留鳥	Landbirds	大卷尾	A	C	E	1	外			S	雙溪	13	TWD97/TM2	302498	2776835	林文琪	3	B	3	6	11	2013	5	23
01留鳥	Landbirds	洋燕	B	C	E	2	外			S	雙溪	13	TWD97/TM2	302498	2776835	林文琪	3	B	3	6	11	2013	5	23
03引進種	Landbirds	白尾八哥	B	D	E	1	內			S	雙溪	13	TWD97/TM2	302498	2776835	林文琪	3	B	3	6	11	2013	5	23
01留鳥	Landbirds	綠繡眼	B	G	E	3	內			S	雙溪	13	TWD97/TM2	302498	2776835	林文琪	3	B	3	6	11	2013	5	23
01留鳥	Landbirds	麻雀	C	E	E	2	外			S	雙溪	13	TWD97/TM2	302498	2776835	林文琪	3	B	3	6	11	2013	5	23
03引進種	Landbirds	黑領椋鳥	C	C	E	2	外			S	雙溪	13	TWD97/TM2	302498	2776835	林文琪	3	B	3	6	11	2013	5	23
01留鳥	Waterbird	夜鷺	C	E	E	1	外			S	雙溪	13	TWD97/TM2	302498	2776835	林文琪	3	B	3	6	11	2013	5	23
01留鳥	Landbirds	褐頭鷦鶯	C	E	S	1	外			S	雙溪	13	TWD97/TM2	302498	2776835	林文琪	3	B	3	6	11	2013	5	23
03引進種	Landbirds	野鴿	C	G	E	16	外	Y		S	雙溪	13	TWD97/TM2	302498	2776835	林文琪	3	B	3	6	11	2013	5	23
01留鳥	Landbirds	褐頭鷦鶯	A	B	S	3	外			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
01留鳥	Landbirds	白頭翁	A	C	E	2	外			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
01留鳥	Landbirds	斑文鳥	A	B	E	1	外			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
01留鳥	Landbirds	灰頭鷦鶯	A	E	S	1	外			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
01留鳥	Waterbird	白腹秧雞	A	E	E	1	外			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
01留鳥	Landbirds	大卷尾	A	F	E	1	外			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
03引進種	Landbirds	野鴿	A	F	E	4	外			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
01留鳥	Landbirds	白頭翁	A	F	E	6	外	Y		S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
01留鳥	Landbirds	斑文鳥	B	D	E	2	外			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
01留鳥	Landbirds	褐頭鷦鶯	B	E	S	1	外			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
01留鳥	Landbirds	樹鵲	B	F	E	1	外			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
01留鳥	Waterbird	夜鷺	C	E	E	2	外			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
01留鳥	Waterbird	夜鷺	C	E	E	1	外			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
01留鳥	Landbirds	白頭翁	C	E	E	2	外			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
01留鳥	Landbirds	紅鳩	C	F	E	3	外			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
03引進種	Landbirds	家八哥	C	G	E	1	內			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
01留鳥	Landbirds	紅嘴黑鵯	C	G	E	1	內			S	雙溪	14	TWD97/TM2	302261	2776886	林文琪	3	B	3	6	26	2013	5	23
01留鳥	Waterbird	夜鷺	A	A	E	1	外			S	雙溪	15	TWD97/TM2	302014	2776854	林文琪	3	B	3	6	41	2013	5	23
01留鳥	Landbirds	麻雀	A	C	E	1	外			S	雙溪	15	TWD97/TM2	302014	2776854	林文琪	3	B	3	6	41	2013	5	23
01留鳥	Landbirds	灰頭鷦鶯	A	E	S	1	外			S	雙溪	15	TWD97/TM2	302014	2776854	林文琪	3	B	3	6	41	2013	5	23
01留鳥	Landbirds	褐頭鷦鶯	A	C	S	1	外			S	雙溪	15	TWD97/TM2	302014	2776854	林文琪	3	B	3	6	41	2013	5	23
01留鳥	Landbirds	白頭翁	A	E	E	1	外			S	雙溪	15	TWD97/TM2	302014	2776854	林文琪	3	B	3	6	41	2013	5	23
01留鳥	Landbirds	斑文鳥	A	E	E	2	外			S	雙溪	15	TWD97/TM2	302014	2776854	林文琪	3	B	3	6	41	2013	5	23
01留鳥	Landbirds	麻雀	B	E	E	2	外			S	雙溪	15	TWD97/TM2	302014	2776854	林文琪	3	B	3	6	41	2013	5	23
01留鳥	Landbirds	大卷尾	B	F	E	1	外			S	雙溪	15	TWD97/TM2	302014	2776854	林文琪	3	B	3	6	41	2013	5	23
03引進種	Landbirds	黑領椋鳥	B	F	E	1	外			S	雙溪	15	TWD97/TM2	302014	2776854	林文琪	3	B	3	6	41	2013	5	23
01留鳥	Landbirds	斑文鳥	B	B	E	1	外			S	雙溪	15	TWD97/TM2	302014	2776854	林文琪	3	B	3	6	41	2013	5	23
01留鳥	Landbirds	紅嘴黑鵯	B	B	E	1	外			S	雙溪	15	TWD97/TM2	302014	2776854	林文琪	3	B	3	6	41	2013	5	23
01留鳥	Landbirds	白頭翁	B	F	E	2	外			S	雙溪	15	TWD97/TM2	302014	2776854	林文琪	3	B	3	6	41	2013	5	23
01留鳥	Landbirds	綠繡眼	C	G	E	3	外			S	雙溪	15	TWD97/TM2	302014	2776854	林文琪	3	B	3	6	41	2013	5	23
01留鳥	Landbirds	褐頭鷦鶯	C	D	S	1	外			S	雙溪	15	TWD97/TM2	302014	2776854	林文琪	3	B	3	6	41	2013	5	23
03引進種	Landbirds	野鴿	A	C	E	18	外	Y		S	雙溪	16	TWD97/TM2	301777	2776778	林文琪	3	B	3	6	55	2013	5	23
03引進種	Landbirds	家八哥	A	B	E	1	內			S	雙溪	16	TWD97/TM2	301777	2776778	林文琪	3	B	3	6	55	2013	5	23
03引進種	Landbirds	野鴿	A	F	E	7	外	Y		S	雙溪	16	TWD97/TM2	301777	2776778	林文琪	3	B	3	6	55	2013	5	23
01留鳥	Landbirds	麻雀	A	B	E	2	外			S	雙溪	16	TWD97/TM2	301777	2776778	林文琪	3	B	3	6	55	2013	5	23
01留鳥	Landbirds	白頭翁	A	F	E	2	外			S	雙溪	16	TWD97/TM2	301777	2776778	林文琪	3	B	3	6	55	2013	5	23
01留鳥	Waterbird	夜鷺	B	G	E	2	外			S	雙溪	16	TWD97/TM2	301777	2776778	林文琪	3	B	3	6	55	2013	5	23
01留鳥	Landbirds	洋燕	B	C	E	4	外			S	雙溪	16	TWD97/TM2	301777	2776778	林文琪	3	B	3	6	55	2013	5	23
01留鳥	Landbirds	黃頭鷺	C	F	E	1	外			S	雙溪	16	TWD97/TM2	301777	2776778	林文琪	3	B	3	6	55	2013	5	23
01留鳥	Waterbird	夜鷺	C	F	E	1	外			S	雙溪	16	TWD97/TM2	301777	2776778	林文琪	3	B	3	6	55	2013	5	23
03引進種	Landbirds	家八哥	A	B	E	2	外			S	雙溪	17	TWD97/TM2	301551	2776673	林文琪	3	B	3	7	9	2013	5	23
01留鳥	Waterbird	夜鷺	A	C	E	1	外			S	雙溪	17	TWD97/TM2	301551	2776673	林文琪	3	B	3	7	9	2013	5	23
01留鳥	Waterbird	夜鷺	A	G	E	2	外			S	雙溪	17	TWD97/TM2	301551	2776673	林文琪	3	B	3	7	9	2013	5	23
01留鳥	Landbirds	紅嘴黑鵯	A	A	E	2	外			S	雙溪	17	TWD97/TM2	301551	2776673	林文琪	3	B	3	7	9	2013	5	23
01留鳥	Waterbird	夜鷺	A	G	E	1	外			S	雙溪	17	TWD97/TM2	301551	2776673	林文琪	3	B	3	7	9	2013	5	23
01留鳥	Landbirds	黃頭鷺	A	F	E	1	外			S	雙溪	17	TWD97/TM2	301551	2776673	林文琪	3	B	3	7	9	2013	5	23
